,COUNTRY,BUSINESS_LINE,INDUSTRY_CLUSTER,SUPPLIER_NAME,COMPOSITIONS,APPLICATIONS,FUNCTIONS,PRODUCT_NAME,CAS_FROM_DOC,PHYSICAL_FORM,PRODUCT_DESCRIPTION,RECOMMENDED_DOSAGE,REGULATORY_REQUIREMENTS,CERTIFICATIONS,FILE_NAME,COMPANY_CD,CLAIMS,PDP_VDO,LIGHT_VERSION,RECOMMENDED_HEALTH_BENEFITS,SUSTAINABLE_DOC
0,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Derived Natural', 'Vegetal']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Rheology Modifier', 'Film Former', 'Emulsifier', 'Conditioner', 'Stabilizer']",Polycos A-2500 HV,N/A,Powder,"Polycos A-2500 HV by Polygal AG is a versatile, bio-based, non-ionic polymer designed for personal care applications. This multifunctional ingredient serves as a rheology modifier, film former, emulsion stabilizer, and conditioning agent, making it ideal for both skin and hair care formulations. Composed of hydroxypropylated guar gum, it is presented as an off-white fine powder that dissolves transparently in water and hydroalcoholic solutions. Polycos A-2500 HV exhibits excellent electrolyte tolerance and stability across a wide pH range, ensuring compatibility with various formulations. Its cold-processable nature simplifies production processes, and its use level ranges from 0.2% to 5.0%. Packaged in 25kg multiwall polytreated paper bags, it offers a shelf life of 24 months under proper storage conditions. Enhance your formulations with the reliable performance of Polycos A-2500 HV.",0.2 - 5.0%,(MANUAL_INPUT),[],TDS Polycos A-2500 HV V4.11.pdf,TEST,"['Film Forming', 'Conditioning']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
1,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Vegetal', 'Derived Natural']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Conditioner', 'Styling Polymer', 'Active', 'Film Former', 'Rheology Modifier']",Polycos CA-50 ECO,N/A,Powder,"Polycos CA-50 ECO by Polygal AG is an innovative, eco-friendly conditioning and styling polymer derived from natural guar gum. This biodegradable product is COSMOS compliant, vegan-certified, and manufactured using water-saving process technology. Designed for versatile applications in personal care, it enhances foam volume and facilitates the delivery of active ingredients in shampoos, conditioners, shower gels, and liquid soaps. In styling formulations such as mousses, gels, and creams, Polycos CA-50 ECO improves styling properties while providing conditioning benefits. It is cold-processable and easily dispersible in water, requiring a pH adjustment between 6.0 and 7.0 for optimal hydration. Available in light-yellow fine powder form, it is packaged in 25kg multiwall polytreated paper bags and offers a shelf life of 24 months under proper storage conditions. Certified Halal, Kosher, and compliant with EU and Swiss regulations, Polycos CA-50 ECO is a sustainable choice for advanced personal care formulations.","0.15 - 0.50% for shampoos and conditioners (solid/liquid), 0.20 - 1.00% for shower gels and liquid soaps, 0.30 - 2.00% for mousse, gels, and creams",(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos CA-50 ECO V4.11.pdf,TEST,"['Conditioning', 'COSMOS Standard', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
2,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Derived Natural', 'Vegetal']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Conditioner', 'Film Former', 'Rheology Modifier', 'Skin Sensory Additive']",Polycos CA-3000 ECO,N/A,Powder,"Polycos CA-3000 ECO by Polygal AG is a premium conditioning polymer derived from natural guar gum, designed to enhance personal care formulations. This vegan and COSMOS-compliant ingredient is produced using water-saving technology, making it an eco-friendly choice. It offers exceptional benefits for hair care, improving both wet and dry combability while delivering a silky, smooth feel without buildup. Additionally, it enhances foam properties and provides a soft touch to the skin. Ideal for use in a variety of products including shampoos, conditioners, shower gels, body washes, liquid soaps, and soap bars, Polycos CA-3000 ECO is cold-processable and self-hydrating, simplifying formulation processes. Available in light-yellow fine powder form, it ensures consistent quality and performance. Certified Halal, Kosher, and Vegan, this versatile polymer meets stringent regulatory standards, ensuring reliability and sustainability for modern personal care applications.",0.1 - 1.0 %,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos CA-3000 ECO V1.11.pdf,TEST,"['Conditioning', 'COSMOS Standard', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
3,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Derived Natural', 'Vegetal']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Conditioner', 'Rheology Modifier', 'Skin Sensory Additive']",Polycos CA-3001 ECO,N/A,Powder,"Polycos CA-3001 ECO by Polygal AG is a premium conditioning polymer derived from natural guar gum, designed to enhance personal care formulations. This vegan and COSMOS-compliant ingredient is produced using water-saving technology, aligning with sustainable practices. It offers excellent substantivity to hair, improving both wet and dry combability while boosting foam properties. The polymer delivers a silky, smooth feel to hair without causing buildup and imparts a soft, luxurious sensation to the skin. Suitable for a wide range of applications, including shampoos, conditioners, shower gels, body washes, liquid soaps, and soap bars, Polycos CA-3001 ECO is versatile and effective. With certifications such as Halal, Kosher, and Vegan, it meets diverse regulatory standards. Available in light-yellow powder form, it is easily dispersible in water, ensuring ease of use in formulations. Enhance your products with Polycos CA-3001 ECO for superior performance and sustainability.",0.1 - 1.0 %,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos CA-3001 ECO V3.11.pdf,TEST,"['Conditioning', 'COSMOS Standard', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
4,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Derived Natural', 'Vegetal']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Conditioner', 'Film Former', 'Rheology Modifier', 'Skin Sensory Additive']",Polycos CA-3002 ECO,N/A,Powder,"Polycos CA-3002 ECO by Polygal AG is a premium conditioning polymer derived from natural guar gum, designed for personal care applications. This vegan and COSMOS-compliant product is manufactured using a water-saving process, ensuring sustainability. With its high cationic charge, Polycos CA-3002 ECO enhances hair and skin care formulations by improving wet and dry combability, boosting foam properties, and delivering a silky, smooth feel without buildup. Its versatility makes it ideal for use in shampoos, conditioners, body washes, liquid soaps, and soap bars. The product appears as a light-yellow fine powder with a characteristic odor and is cold-processable, dispersing easily in water. Packaged in 25kg multiwall polytreated paper bags, it offers a shelf life of 24 months under proper storage conditions. Certified Halal, Kosher, and Vegan, Polycos CA-3002 ECO meets EU and Swiss regulatory standards, ensuring quality and compliance for global applications.",0.1 - 1.0 %,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos CA-3002 ECO V3.11.pdf,TEST,"['Conditioning', 'COSMOS Standard', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
5,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,['Derived Natural'],"['Hair Care', 'Skin Care', 'Soap & Bath']","['Conditioner', 'Film Former', 'Rheology Modifier']",Polycos CAT-1000,N/A,Powder,"Polycos CAT-1000, developed by Polygal AG, is a premium conditioning polymer derived from natural sources. This cationic guar gum-based product is designed to enhance the performance of hair and body care formulations. It offers exceptional clarity across diverse surfactant systems and significantly improves wet combability, providing effective conditioning for both wet and dry hair. Suitable for use in silicone, silicone-free, and sulfate-free formulations, Polycos CAT-1000 is versatile and ideal for modern personal care products. Presented as an off-white fine powder, it dissolves transparently in solution and is cold processable in ambient water, simplifying formulation processes. With a recommended usage level of 0.1–1.0%, it meets stringent quality standards, including Cosmos, Halal, Kosher, and Vegan certifications. Ensure your products deliver superior conditioning with Polycos CAT-1000.",0.1-1.0 %,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos CAT-1000 V5.11.pdf,TEST,"['Conditioning', 'COSMOS Standard', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
6,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,['Vegetal'],"['Skin Care', 'Hair Care', 'Baby Care', 'Soap & Bath', 'Sun Care']","['Rheology Modifier', 'Texturizer', 'Stabilizer', 'Film Former']",Polycos ECOGUM Sense,N/A,Powder,"Polycos ECOGUM Sense by Polygal AG is a premium, 100% natural biopolymer derived from locust bean gum, offering exceptional thickening, texturizing, stabilizing, and film-forming capabilities. This biodegradable and non-ionic ingredient ensures a luxurious sensory experience with a light, moisturizing texture and superior lubricity. Ideal for surfactant-free formulations, it is hot processable in water and recommended at a use level of 0.5–3.0%. Its off-white fine powder appearance and characteristic odor make it versatile for various personal care applications. Certified Cosmos, Halal, Kosher, and Vegan, Polycos ECOGUM Sense adheres to EU and Swiss additive regulations, ensuring quality and compliance. Packaged in 25 kg polytreated paper bags, it boasts a shelf life of 24 months under optimal storage conditions. Elevate your formulations with Polycos ECOGUM Sense for unparalleled performance and sustainability.",0.5 - 3.0%,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos ECOGUM Sense V1. 11.pdf,TEST,"['Film Forming', 'Moisturizing', 'Vegan', 'COSMOS Standard']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
7,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Vegetal', 'Derived Natural']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Rheology Modifier', 'Texturizer', 'Film Former', 'Conditioner', 'Stabilizer']",Polycos ECOGUM,N/A,Powder,"Polycos ECOGUM by Polygal AG is a premium-grade, natural biopolymer designed for personal care applications. Derived from guar gum, this biodegradable and non-ionic ingredient offers exceptional thickening, texturizing, and film-forming properties. It provides a smooth texture with a honey-like flow and demonstrates excellent compatibility with various surfactant systems, making it ideal for both leave-on and rinse-off formulations. Polycos ECOGUM enhances conditioning effects, stabilizes lather in cleansing systems, and serves as a natural film former. With a recommended usage level of 0.1% to 2.0%, it is cold-processable in water and benefits from pre-dispersion in polyols. Certified under Cosmos, Halal, Kosher, and Vegan standards, this product adheres to EU and Swiss regulations for additives. Packaged in 25kg polytreated paper bags, it ensures a shelf life of 24 months under optimal storage conditions.",0.1 - 2.0 %,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos ECOGUM V1.11.pdf,TEST,"['Conditioning', 'Film Forming', 'Moisturizing', 'Vegan', 'COSMOS Standard']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
8,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Derived Natural', 'Synthetic']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Conditioner', 'Rheology Modifier', 'Film Former']",Polycos HCA-501,N/A,Powder,"Polycos HCA-501, developed by Polygal AG, is a high-performance, naturally derived conditioning polymer designed for personal care formulations. This hydroxypropylated cationic guar gum offers exceptional clarity across a broad range of surfactant systems, making it ideal for transparent and clear product formulations. It provides superior conditioning benefits for both hair and skin, ensuring a soft, smooth, and non-greasy after-feel. Polycos HCA-501 is versatile and suitable for various applications, including shampoos, conditioners, body washes, shower gels, liquid soaps, and skincare products. Its cold-processable nature simplifies formulation processes, and it is effective at use levels of 0.1% to 1.0%. Available as an off-white fine powder, it is easy to incorporate into formulations. With a shelf life of 24 months under proper storage conditions, Polycos HCA-501 is a reliable choice for innovative personal care solutions.",0.1 - 1.0 %,(MANUAL_INPUT),[],TDS Polycos HCA-501 V6.11.pdf,TEST,"['Conditioning', 'Soothing']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
9,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,['Vegetal'],"['Antiperspirants & Deodorants', 'Hair Care', 'Skin Care', 'Soap & Bath']","['Active', 'Emulsifier', 'Rheology Modifier', 'Skin Sensory Additive', 'Stabilizer']",Polycos RS,9005-25-8,Powder,"Polycos RS by Polygal AG is a premium rice starch designed for versatile personal care applications. This high-quality, cost-effective ingredient is derived from physically modified Oryza Sativa starch, offering exceptional oil absorption properties. It is ideal for thickening and stabilizing emulsions, enhancing the texture and performance of cosmetic formulations. Polycos RS appears as a fine white powder with a characteristic odor, dispersible in cold water and soluble in hot water at 90°C. With a recommended usage level of 1.0–5.0%, it ensures optimal functionality in diverse applications. Certified as Cosmos, Halal, Kosher, and Vegan, Polycos RS aligns with stringent regulatory standards, including EU and Swiss regulations for additives. Packaged in 20kg multiwall polytreated paper bags, it boasts a shelf life of 60 months under proper storage conditions, ensuring long-term reliability for manufacturers.",1.0 - 5.0 %,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos RS_V1.11.pdf,TEST,"['COSMOS Standard', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
10,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,"['Vegetal', 'Synthetic']","['Hair Care', 'Skin Care', 'Soap & Bath']","['Active', 'Anti-Deposition', 'Skin Sensory Additive', 'Conditioner']",Polycos RS-UF,9005-25-8,Powder,"Polycos RS-UF by Polygal AG is a premium, naturally derived rice starch designed for personal care applications. This surface-active ingredient is physically modified to deliver a smooth, velvety texture, enhancing the sensory experience of cosmetic formulations. Its fine particle size ensures optimal absorption of oils and sebum, making it an ideal choice for dry shampoo products. Composed of Oryza Sativa (Rice) Starch and Cetrimonium Chloride, Polycos RS-UF is presented as a white, fine powder with a characteristic odor. It is recommended for use at levels between 5.0% and 10.0%. The product adheres to stringent microbiological standards and is certified Halal, Kosher, and Vegan. Packaged in durable 20kg bags, it boasts a shelf life of up to 60 months under proper storage conditions. Polycos RS-UF meets EU and Swiss regulatory standards, ensuring quality and compliance for diverse applications.",5.0 - 10.0 %,(MANUAL_INPUT),"['HALAL', 'Kosher', 'Vegan']",TDS Polycos RS-UF V8.21.pdf,TEST,"['Conditioning', 'Sebum Control', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
11,Afghanistan,PCI,Cosmetics & Toiletries,Polygal AG,['Vegetal'],"['Antiperspirants & Deodorants', 'Hair Care', 'Skin Care', 'Soap & Bath', 'Spa & Wellness']","['Skin Sensory Additive', 'Anti-Deposition', 'Opacifier', 'Conditioner']",Polycos Soft Touch,9005-25-8,Powder,"Polycos Soft Touch, developed by Polygal AG, is a premium 100% natural biopolymer designed to elevate the sensory experience of personal care and cosmetic products. Derived from physically modified rice starch, this innovative ingredient serves as a versatile solution for enhancing product performance. It acts as a sebum absorber, talc and titanium dioxide replacer, and natural opacifier, making it ideal for a wide range of formulations. With its fine white powder appearance and characteristic odor, Polycos Soft Touch integrates seamlessly into products at use levels ranging from 1% to 100%. Certified as Cosmos, Halal, Kosher, and Vegan, it complies with EU and Swiss regulations for additives. Stored under optimal conditions, it offers a shelf life of up to 60 months, ensuring long-term reliability. Choose Polycos Soft Touch for superior quality and sustainability in your formulations.",N/A,(MANUAL_INPUT),"['COSMOS Standard', 'HALAL', 'Kosher', 'Vegan']",TDS Polycos Soft Touch_V3.11.pdf,TEST,"['Sebum Control', 'Vegan', 'COSMOS Standard', 'Natural Cosmetic']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
